parent_uuid	parent_concept	uuid	concept
		cf3676c2-5a5c-43cc-8a2e-6bec16431c1d	Chalcolithic, Middle (Arabia)
		532fb164-8e2a-47d3-b31f-6a6d8361ce3f	United Nations Educational, Scientific and Cultural Organization (UNESCO)
		a606607e-9b58-46e1-a497-ec94e6e823b7	Hydrological
		39eed75d-7742-48d8-857f-feaff8472142	Stairs and Staircase(s)
		16578dd4-1e6b-4b36-8e79-3acfeefcda8c	Creative Artist/Photographer
		1c2dd1bc-876f-4da1-8c18-bc04eaf72d91	Polygonal
		f89cac2d-57bd-4850-aed2-6d359f0d6be3	F8
		3a55a509-0ac2-4370-ab8f-aa63521164bf	Tile (Hollow)
		aac9f294-166c-473c-9a32-b4635cad8042	Bronze Age, Kassite (Southern Mesopotamia)
		d9747530-2a98-4a52-9c80-cc4e6d18078b	Kite
		06f907be-c04b-4a48-a7dc-01d522093e86	6 feet
		57973e6c-c738-495e-bd5d-64023b266c4c	Field Observation
		00b71e76-4958-42a6-82f8-bc8ea5639064	Desk-based Assessment
		2cd11076-2321-4cca-827c-8b1b3cfc47af	Archaeological Assessment (Image Interpretation)
		ae1b1952-49df-4dc6-b697-36f5e31cc02c	Archaeological Assessment (Marine Geophysical Data Interpretation)
		a93c0095-8b3b-414b-8525-2c69384dca25	Condition Assessment (Marine Geophysical Data Interpretation)
		93fa84b2-9839-45af-b344-a1435059bcc6	Risk Assessment (Image Interpretation)
		b554f457-0b52-4b5d-964e-13aaa3b9702f	Emergency Impact Assessment (Image Interpretation)
		77c020f4-1580-441f-9e84-6e6bf89a8615	Literature Interpretation/Digitisation
		e76de7e5-d69c-4345-acd0-e6554f7ca2a7	Condition Assessment (Image Interpretation)
		58493d8a-07bf-4651-a409-3f80c2ec1752	Data Cleaning/Enhancing
		e5d44881-fbf6-481f-ad04-427724db7c25	Geoarch Feature Interpretation Type
		e1e12673-c12d-43d3-b39b-fb92f580b69b	Slope
		37ef1be5-2528-4fb3-936d-cc618058c617	Biogenic
		9a5fb450-7f66-4995-8878-30951fc5173c	Organic
		6819033d-f389-4ffe-8da4-22fd97fe15b6	Chemical
		46fd6cee-541f-46c7-a643-0dc6300cf820	Unknown
		55127754-35e6-4416-994f-3de7bc9e2c74	Aeolian
		b170d4a1-4981-4211-ab5e-b240c830c275	Lacustrine
		c8f6dccb-b9b6-4185-bba2-6316147b7685	Fluvial/Alluvial
		1cd4ac7e-ec00-499f-a5b5-e3d8365a5db8	Non-Integral Components
		78fd12f7-000e-4f26-8861-360018aa40ee	Estuary
		1ff801f2-6a5f-47d4-865f-22017c20b3fb	Chalcolithic (Northern Iran)
		d7094573-c712-4422-8698-6819f8e578dd	Chalcolithic, Transitional (Northern Iran)
		672d8719-0652-4c03-8be7-2e89abfbda05	Chalcolithic, Early (Northern Iran)
		6a5311f8-79fc-4c30-85b2-0d16baffaf20	Chalcolithic, Middle (Northern Iran)
		ebb24123-a1c7-4e77-a6fa-ceacaa8d5452	Iron Age II (Northwest Iran)
		8147be54-55a1-41c7-be06-a6e64d78f935	Entertainment/Event
		18eff148-2cf4-448b-b645-d0c701a1b7ec	Neolithic, Early (Arabia)
		c0a7a174-e6f7-4757-a5a8-f6ea9e983aab	Chalcolithic, Early/Ubaid (Mesopotamia)
		67327406-9bcb-401f-8b20-fa1bd65ff378	Assessor Name Type
		0e9d3735-1803-4a52-bb05-0aee6a4cb5bc	Rebecca Banks
		ce23d286-af33-40da-a640-83b05f3aa012	Andrew Wilson
		f57ada52-60ae-4a82-9e2e-f4ad3f896d7c	Matt Hobson
		3a4333b7-c6f0-444a-b486-54e140102554	Ahmad Emrage
		1149e5ba-2493-4ae1-be63-bd2562b0549e	Anne Stewardson
		17aad7b7-51af-43ea-9abe-382747ddadf1	Bob Bewley
		a48aa097-5126-4e52-a338-aca24543e74a	Muftah al-Haddad
		ca4c44eb-ca17-49ac-a8a9-0772f8336e54	Mohamed Kenawi
		e073842e-be9b-4232-b6dd-be5c24c3762a	Nichole Sheldrick
		1e932c81-acc2-41dd-bf4d-b5eb61814193	David Mattingly
		12bd3113-32bf-4f38-8a5f-8e8db3656811	Katarina Palmkron
		68830b43-3ba3-48e2-839a-87ff91e959c3	Lynn Edwards
		3041a569-cae8-4874-a5f5-8190ebf3d8a3	Bijan Rouhani
		b0b1903d-9a80-4e0a-8857-0f634f22616a	Eleanor Blackwood
		29da161e-be7d-4cd6-b83e-aa7111f4f976	Pierfrancesco Izzo
		9b71c337-2fa1-499a-b6a6-fb1fee038c26	Krystyna Truscoe
		965058a2-590e-452e-96f6-969e3ea4c2c9	Sayantani Neogi
		93d0d487-0a14-4f1c-80df-318e33fbc84a	Michael Bishop
		4388da4d-2c8c-4a05-9fe7-adeca3a43f8c	Letty Ten Harkel
		7bed5bf2-c270-4897-beb2-38655c38ae6a	Kieran Westley
		2e823623-ab17-4ef9-bc5a-c31f7fe53ad7	Laura Morabito
		b25a2fa7-ac31-472d-9ea3-7a793650a6c4	Andrea Zerbini
		6ecf1603-b858-440c-82e3-ba41225010d6	Lakshmy Venkatesh
		5319916c-48aa-4e09-9d38-873e7adeee51	Martin Sterry
		f915b5a6-3a50-4ba1-ba47-b03959e16c66	John Winterburn
		3f3d01f0-4792-42cd-85a4-2da403503cbc	Julia Nikolaus
		bc72a2ad-5b92-4721-86a7-c8171161c563	Nicolas Carayon
		2dcc54f9-2beb-4806-9afb-22bd0b03da5f	Kristen Hopper
		ef43a6c2-7101-45c0-a2c9-4dfe918eac87	Torbjørn Preus Schou
		2ed14444-e3d4-42ad-84c9-b382d11ec4fc	Annabelle Oliva
		fe4a2e3a-3b8c-4126-87d7-0ef41cc8c28e	Louise Rayne
		78e927e8-c52d-4baf-a838-56dcfa53d5c1	Emma Cunliffe
		228d8fd3-2277-4e46-9ac0-5f2ff3fbcd5f	Jennifer Williams
		a03c261e-ee7f-4204-8b67-e66e319339da	Jennie Bradbury
		f379a187-ee1b-41a7-8c4d-4ec85b8b3bde	Pascal Flohr
		e6cfe394-c439-45e5-b790-e73d46c40b7d	Michael Fradley
		efe0b6b7-1bcc-4495-bfd7-1b3ca24e9734	Giada Manzinali
		13a0a586-a1b3-45da-863b-968992feb1a1	Dan Lawrence
		db9e9e00-af83-4073-b103-f8889a750d8d	Graham Philip
		97f34c4f-cca0-4a66-b973-3d1e5fd208fe	Wael Abu Azizeh
		47cfa3a1-eaa2-4099-b52d-d02830a43be1	Azadeh Vafadari
		35a21dfa-2d80-4890-ac8d-be9a541be851	Demolition
		216b4526-7e2d-4fda-9564-d2baf5630b2e	Medium
		20b1a4e0-97e1-41f7-b519-124a7317266b	EAMENA Project Staff
		bd0cb63a-8ba5-484e-900f-47ff1b19c2be	Rammed Earth/Pisé
		bb2fb6f3-147a-4b41-9e0c-252cf71bcc36	Heritage Resource - Heritage Resource
		7dcc69ac-13df-4ee2-8600-de55c7783711	is an altered contributor to / has as a altered contributor
		db3f6165-1173-40ee-ad65-511f85eabba7	is administratively linked to
		abc0e261-28dc-4a88-a6a1-1844ef53a3b5	is overlapping / overlapped by
		785f73df-2fd0-47ca-8353-1b6a064624e9	is a contributor to / has as a contributor
		36b14647-7d46-44fc-9a64-ffa554a312c8	is adjacent to
		7cc242db-ee26-472a-b9ae-6817040b4403	is contained within / contains
		a3ac029c-324b-4ab4-bd49-9e9734f0ac64	is intersecting
		2b56a27c-9d5c-439f-80cd-a82081fad85c	is a non-contributor to / has as a non-contributor
		f6454f61-0bb0-46cc-93ad-295551099ecd	is a potential contributor to / has as a possible contributor
		70a716ea-7394-4126-ae5c-1e20c95600c9	Ceiling
		f9ff82cb-d407-4f68-8f4a-3174d0bf87f1	Actor Type
		1c71b88f-2ad8-49cd-94b1-f47665ff8039	Sports/Recreation
		9d02e7a7-09ec-4741-9481-803a5cd4a949	Internally/Externally Displaced Persons
		6500f017-29a9-4802-94b6-1e39e1dba496	Education
		93d0d6e3-2cf3-49ec-9924-e2a2ece95ef0	Heritage Management (Commercial)
		aa83f1c2-8694-4e4f-8846-b8284672772e	Military Group (Unknown)
		ba19f57c-302d-4229-8b98-8aed2dd6ca5d	Military Group (State)
		cae2be9c-4565-4746-8ac7-3172cadd154f	Military Group (Non-State)
		b731dc67-dd00-4e1a-a721-25083885e3cc	Tribal Group
		227f6450-af3f-4fa7-8509-61896719219c	Construction/Engineering
		b6a45120-90cb-45cf-a61d-47607a6af4f4	Environmental/Conservation
		aeed7089-5998-41cf-9483-59d6ff842b5c	Heritage Management (International)
		0cc2e237-8388-4484-b12a-af8a83010be6	Industrial/Productive/Engineering
		cd34423d-3e93-4915-94e6-03e35b50c831	Architecture/Design/Mapping/Surveying
		c47ddd1c-6704-4145-b98b-cb755a26a31f	Emergency Services
		e1bc4565-5209-489a-acbf-d2a3d1917724	Archaeological/Research
		a2a479de-e5d0-44ec-8969-341fc31318df	Religious
		94b9d7d4-c100-4cc7-880b-79b7dc7d79ec	Militia (Non-state)
		91c5008a-c11c-4927-ab4d-68821ec436c0	Heritage Management (State)
		fce4a93c-48f2-4079-aac2-7b620d3779c7	Travel/Tourism
		f15f6f29-593c-45c4-84f5-77228cea0578	Maritime
		8e11a63b-e480-4453-84f5-2160d5b1ff0f	Museum/Collecting Institution
		669148a0-59c9-43d7-9e10-56d7f2e9a820	Heritage Management (NGO/Community/Individual)
		4284a44f-2967-40dc-bc89-64342071b5cc	Heritage Management (Unknown)
		2636aa5b-f091-4207-85f8-24a70faa4f02	Military Group (Contracted)
		38f97f57-2e70-4a8a-b30d-7ace14119567	Governorate
		eb3c1188-d406-44b4-b212-5414966f7ea6	No Visible/Accessible/Known
		b55ca235-b3a7-4a1e-a768-7e008d9a2b8b	Bronze Age (Northern Mesopotamia)
		f791190e-9a42-4750-b6bc-096db37e8faf	Chalcolithic, Late/Uruk (Mesopotamia)
		d9373bd2-ca6f-471e-9df0-87a3bdd2abca	Chalcolithic, Late 4 (Northern Mesopotamia)
		022f75fc-1e13-4748-8f03-7c23dd04761b	Chalcolithic, Late 1 (Northern Mesopotamia)
		a478864b-6c98-4ffd-9ba2-3de9eda24952	Chalcolithic, Late 3 (Northern Mesopotamia)
		aad03169-6d3a-4b9a-b32a-f50ce9aa1a46	Chalcolithic, Late 2 (Northern Mesopotamia)
		65390b31-1ba1-45a9-8a15-8145da3899e4	Chalcolithic, Late 5 (Northern Mesopotamia)
		ac9e84b2-14c3-4dcc-a599-8791a4e133aa	Shrubs
		014a90fd-881f-44ea-b0b9-13ffca09c5c3	Linear
		51ae24aa-950b-4eaa-be4c-10ab2cf23cee	Middle Bronze Age 2 (Northern Mesopotamia)
		9704880c-9c1d-494e-bf7c-4d243749bd0e	Not Applicable
		d5ba4a31-9cee-4edb-a93f-9eb0cef8d819	Beachrock
		114bcac7-41c1-4f24-a490-0ee54b3c97da	Stone
		98a1ecfd-f53d-4bfe-941e-f549cb2004a1	Hillside
		385c186b-cf43-487f-84e0-3b1cdc569699	Site Overall Archaeological Certainty Type
		ed4c5d57-5e45-461d-9398-731b39de8909	Definite
		672d9fb7-1b69-40f4-97f1-3cb4c26022c8	Negligible
		b21e4b36-e7bf-4904-ae45-407a63ede6a8	High
		08833b29-871c-4a91-a91b-7a2bfd7c653b	Medium
		5334a261-c0e7-4708-8354-b3bdfb9d2252	Low
		7a2a4714-44fc-4ea6-814a-d86c9a6b0b0c	Field-based
		0cba78da-79c1-4a3c-a4f5-1999778062fc	Enhanced Protection List of the Hague Convention
		504039fa-3c89-4fd4-ab89-2b13b0bb1da4	Contemporary Islamic, Modern (MENA)
		7bd996b6-ab8c-4856-97a4-782d27b6fd20	Personal Communication
		a0858dcd-6d72-4a83-bb70-32666471b433	Probable
		c80854dc-5184-4ede-857a-98f300c567f4	Deliberate Destruction of Heritage
		31b9738f-efa4-4459-b4d4-771418bdaab7	Imagery Interpretation
		1f1859e9-a5b9-47ef-a599-16ea097a6eaa	Satellite Imagery (Unprocessed)
		758a2d80-e948-40e6-9dd1-4ecac6ef60bc	Satellite Imagery (Virtual Globe/Map)
		c21399d3-21f4-4b31-8062-829fe1db0617	Satellite Imagery (Processed)
		cf9d48c3-3902-4a47-8258-5f0c4b1f83c0	Aerial Photograph (Unprocessed)
		0cc574cf-c5dc-4a97-9f31-2c6141e1c0f1	FL 5 inch, 5 x 5 inch film
		4101a75a-154b-4fce-a3b5-b596e6bec3a2	Storey / Floor
		44b284d5-e718-4535-a38b-224e793cfb30	F24
		f1dc7994-6a5c-491e-9350-90938e904c34	Maintenance Policy and Programs
		b8904e8c-41ef-45ea-a990-97fa3db62e18	Bronze Age (Northeast Iran)
		11702a00-b798-4860-9a56-6b62ef36e423	Straight
		a5b8f79e-8d41-43a2-a5a7-e2d443f25812	Construction Material Class
		fb440b34-82b7-49a8-9c82-0f55a88b9b88	Construction Materials
		e58bc67a-6c70-4248-a32f-5313e14f7490	Render
		204d729c-e360-4228-ac58-6193bf707d7e	Binding and Bonding Materials
		82845432-686d-4c7e-8605-33df04559b95	Bronze Age (Levant)
		086c4b7c-6d43-454d-880b-df5582972e7d	MIS8
		62214df7-0996-48a0-9a1e-f1a8f77ba3f4	Other/Unlisted
		7f1de63f-4406-4d21-b500-73ad858f2e94	Islamic, Middle (Mongol/Ilkhanid/Muzaffarid/Jalayrid) (Iran)
		48cd9a1d-d543-46d9-a407-25af750599e5	Lake Shore
		9d8ece01-3fa3-4001-89e4-12455d636589	Imagery Sampled Resolution Type
		1db65e7e-5e4c-4dde-a218-07f6146ee417	Unknown
		454724c1-415c-4edc-9d75-67848ca65700	Not Applicable
		26106e14-3c12-4feb-8299-0a4d86241e1f	Imperial
		7cb60397-1e9c-4a37-8e61-73c625a3fe4e	Other/Unlisted
		8e51fcd5-bebb-407c-bf0e-aaac2ba73ab9	Break in Slope
		49a3c699-2e1b-4f32-9b69-7cf7ebb1c1db	Topography Type
		613e9edb-0a03-4243-a5d3-9871aad0968b	Delta
		2d3ed435-b06d-49a9-8716-6d7b5da88714	Lake Bed
		ae860eec-4fb2-47b1-bc19-400548d85263	Lake Shore
		2d710122-3cc0-44ae-8826-6d177a8bb9d3	Unknown
		0ea8573c-ae16-48b4-95fa-fc737b4ea40d	Beach
		20ae342c-57b2-4ce1-83d9-fd8545bde47a	Coast (Linear/Straight Shore)
		886fc128-1381-4223-b154-281128f8fcf6	Valley Terrace
		aabb22c5-5ac7-4f8f-aba9-bce63e1226ef	Bay/Inlet
		6342f468-e70d-4ca9-b0c5-3b4494496217	Slopes
		ec1b5f1c-45dd-4981-8503-2e50a1495648	Watercourse Bed
		9d6fa529-1dfe-4a13-ae7d-ca3271fcab35	Summit
		17408af2-3dcb-45e9-a791-4183b50f6524	Coastal Cliff
		5d53b3cf-9280-45f5-9469-c93edce5d04b	Precipice/Edge
		8e06a0e4-e2e8-4f89-9da4-9cb31962fbcd	Intertidal Flat
		8b5ce80d-ae3f-4d9c-96cc-1f240ca91ac7	Island/Islet
		20001f56-e667-4637-94cf-4ed0131324d9	Ocean/Sea Bed (Subtidal)
		86c3bda0-2cd8-4210-b31e-f12ffe3de3b8	Ocean/Sea Shore
		a0924603-ce4c-4fad-8005-1d674d29700d	Alluvial Fan
		f1ad1eaa-c425-400a-a01c-a48088e0bbab	Internal Use Only License
		3b58148d-a197-41f2-bedf-445995451e8d	Middle Holocene / Northgrippian
		6a710471-0966-462f-a661-4bdfa5413d48	Wall
		b6b88da8-433d-4b41-b5d8-fb582a6255b4	Unknown
		dc8d3fc9-24e8-459a-b564-2326ebc288e5	Cave
		0722d6a4-49ee-4128-bab9-ba0d8715621f	Islamic, Early (Umayyad/Abbasid) (North Africa)
		972bac3e-bed0-445c-8348-ce1db97730d4	Small Mound/Cairn
		2e536dc9-9ea3-4fb7-b3de-70bf9b3cde21	District Contributor
		d7bee7a7-6035-45fc-b6a4-58034a71c681	Early Bronze Age (Northeast Iran)
		15c37af2-b643-4cda-b34f-3fc9289c19f6	0.46-0.59 m
		d62febc1-38fc-406e-9f85-7690f96363ac	Bronze Age (Central Zagros, Iran)
		b6f82582-5c6a-4898-94d9-19a56e78f315	Overall Damage Severity
		8a9e581a-84fe-4095-9421-39631c3d3e06	Severe Damage 
		bb0697e1-c791-49a5-8c12-0f99dac92e77	Moderate Damage
		4a59cb7d-035a-4383-957a-83ffd76a76bf	Destroyed
		60358d68-f0fb-42ce-9332-c9df96cc0c83	Early Bronze Age, Late (Northern Mesopotamia)
		ac9fd6b0-e34c-411e-86a9-d9531920bd77	River Terrace
		a2ac3753-db29-4dd5-b41b-689071b35e79	Unknown or n/a
		7ada272a-5c36-4b47-9ba6-0e4f4652ee8a	URN
		8b3fc369-9213-49a0-af9d-abf4befa360f	Possible
		50e05a3c-b2eb-40c9-9bb3-2eda9cf236cd	Feature Evidence Type Certainty Type
		44614d20-7f01-4f3e-b9f6-410938b22daa	High
		f2cfd7d9-728b-40f8-98a7-cd54eeae2a65	Low
		636ba6e5-af0b-4ccf-95f9-2c2e12229e08	Negligible
		9454a7b8-07c7-4ac2-a162-d26403d5e520	Not Applicable
		2c4edd0b-5886-4000-a8eb-6c3f1e0cdf63	Certain
		8d65aaca-8648-490a-a42c-6d647f03bf90	Chalcolithic, Early-Middle Bakun/Yahya VI-VB (Southern Iran)
		d4e08efa-c0a2-457d-a451-99faab2989b6	Journal Article
		c8da8720-4c3e-4441-8669-6567eea99cd4	Islamic (Iran)
		42611f09-122d-4cf6-8795-c1e88fa9d783	Islamic, Early (Ummayad/Abbasid) (Iran)
		2d63088e-1df0-451f-a359-9219b1d72d11	Islamic, Early (Tahirid/Saffarid/Samanid/Buyids) (Iran)
		f9a36acc-9f0a-4c0c-a24e-77cb93948973	Islamic, Middle (Ghaznavid/Seljuq/Khwarazmshah) (Iran)
		e988334f-c52a-477e-9357-2502352b93b4	Corrugated Metal
		4e624588-e104-44fd-991c-1f8189a8bdea	Bronze Age, Old Babylonian (Southern Mesopotamia)
		812d7ee5-6fb4-43a4-99e4-3c6ebf8d7260	Baked Brick
		94d98f72-863f-4c5e-ad92-efbe72a659cb	Camera
		33dfee77-7389-4525-9872-240d7a5bd50b	F6
		3341aa5e-fc02-4467-982e-a089f278be51	F7
		07e8e3f0-b97d-48ff-9c52-c4bb3bb5a7cd	F12
		fa319add-be92-4c62-a6cd-a94de22fdc83	F5
		4a4874b1-dbd1-4aa9-b710-2a3ada3c593e	Iron Age, Neo-Elamite II (Khuzestan/Southwest Iran)
		e9a8a59f-4f08-4b2c-a0cd-e8fbbf3fc50e	Measurement Source
		8f2e090b-eeab-4dab-8c24-bebb6a53b94a	Unknown
		dcd06778-568d-4477-b2a5-8e603d8db14d	Field Survey/Excavation
		8be4fa28-aaab-492d-862c-f78c33027042	Construction Technique
		06b7676f-bfe2-4b29-b3ba-ceeeb8f33326	Mosaic
		2efe76f5-2ab7-4869-a44e-f7f6aa560c7a	Wattle-and-Daub
		5e07c046-7ed5-43c7-835a-3a873d14ac45	Cob/Wet Applied Mud
		cc2fad72-0521-455b-8076-1e2750e8600e	Plastering
		a1b91142-b596-4f08-88e8-abfd23f086fd	Masonry (Unclassified)
		7bb3a694-8d68-466a-adbb-2e6d593b0cd6	Roofing (Vaulted)
		bac1748c-6fce-4213-93e7-138eb956e537	Tiling (Roof)
		56c51686-ad3f-4294-90db-1601821b8a97	Post-supported
		0d4bf0aa-53bb-4cfb-933a-52f96253f7e1	Roofing (Dome)
		2d19b53e-5531-427d-86bd-43b397d32fc0	Rubble-filled Walling
		341c27b3-53f7-4101-8fd2-da599c60b92b	Paving (Other)
		4c45ef12-66e8-4c8f-82f7-53ac2a1768bc	Tiling (Wall/Floor)
		ca67ad9a-f150-4578-93d0-ce4327d526d8	Wood Construction
		f5341e5b-c138-4276-be86-f83280fbe5ff	Waterproofing/Rendering
		e5894cb9-2138-4c99-95a5-91f82a0797bd	Masonry (Mortared)
		7ecb47ab-7926-4e12-bdf5-8a76d4742fc6	Masonry (Dry)
		c725c7d1-a4ad-4687-b91e-6392d08a1bf7	Stucco
		69e8a9f4-279e-4929-96ce-e1ab2122280f	Pouring/Precasting
		930ad2d1-06f0-4177-8240-567e14fd7522	Beam-supported
		5679ff0b-a46f-4a02-817d-10d8f86d7928	Unknown
		2a5cecc8-9d7e-4aa8-806d-85cdf12822fc	Laying
		d0299e8b-03b8-4c58-b4d0-1bd67c573466	Roofing (Sloping)
		e4319f5e-d7c8-4bbf-9cf2-c8dba05cb805	Stone (Roughly Cut)
		56a8bec7-986c-4ec0-8367-91fa12727697	Middle Bronze Age I (Northwest Iran)
		33d74de1-8630-4f71-9d06-7949e8349ce7	Severity of Potential Impact
		5e7bb0de-2739-4ac2-a64c-3fd9c87f16ab	Moderate
		4b354406-5be5-484d-9f45-75e171d25995	Severe
		f3043321-1cc4-4fe5-8e2b-ba300a1483c7	Slight
		9d86d07c-d7c5-402a-b096-7829fdd672a5	Major
		ab80b0d6-4a88-4b4c-a588-09a55981770b	Destruction
		f03ce331-d597-4898-8f88-9de0f1d268a7	Drawing/Reconstruction
		bd3da793-b262-44ac-a14f-b686fbf74edf	Iron Age, Yahya III (Southeast Iran)
		264e5ce3-5940-47d2-9ebb-379bee05b3d2	Middle Bronze Age III (Northwest Iran)
		f7ef9b24-b2b6-4d6c-a0b6-34f209d42a78	Public/Institutional Use
		93ca853e-1965-49b3-aab4-fc8097803b84	Elevation/Section
		bda4143a-30bf-4ea2-8e6f-5f6de9e97da7	Islamic, Late (Ayyubid/Hafsid/Marinid/Zayyanid/Mamluk) (North Africa)
		b859707a-152b-4711-a837-87863e1da8df	Unpublished Thesis
		4f6f2b1b-9c1e-4702-b041-11b51da02f45	Not Applicable
		1e42aad9-d647-4fca-bdb9-b861c3d770fe	Actor Type Certainty Type
		06a81387-6585-4d85-b866-11d44b8ddec7	Uncertain
		49e1ed53-6bf6-4df8-b0d1-bbc883c038e0	Unknown
		a3ed4aec-c1b2-4a34-b7fd-144027c3d1f6	Not Applicable
		426f45e8-7f10-46fe-9d7c-fbcebfa88edc	Industrial/Productive
		6a3b5531-b03f-4fef-a179-baa38f952bda	Syrian Arab Republic
		6a89df4d-c657-4b01-9595-b3a761b1fa23	Modification Type
		10bf1e36-3dec-4767-8bc6-f26c4ef6fbef	No Visible/Known
		a67393a8-3a6f-42d7-9dd1-1cbc31be47f7	Strengthened
		28336892-d707-4c9d-bfd6-f477ac5731f8	Altered/Modified
		9584a29f-831d-43e7-9e43-4b874177da63	Minor Conservation Work
		2356ba9a-bba6-4a6e-aec5-a6479b9443ca	No Major Modification/Alteration
		ed4446fa-4ca0-4bc4-9616-8ce9243a1953	Restored/Repaired
		4b468464-18ca-4d2d-b68f-f7fa2053f700	Cleared
		7eac9e08-bd0d-4eb1-81ca-a1d32ba10eb8	Other
		a68d67cc-3ae2-43f8-bc9c-919b57a3ea00	New Addition/Extension
		4dcd679f-d2aa-4531-aa39-00bfdd666e1a	Replacement (Window, Door)
		a6455fe7-cc41-4763-8368-9a150efed976	Partially Reconstructed
		ba81f617-2bee-4270-9db3-3d897bea8a97	Replacement with Incompatible Materials
		6c305071-0782-4ba0-8540-87fb902e92ba	Decorative Element(s) Restored
		d099ce22-6d3f-4b46-9947-40c2756e219c	K501
		aa4fc05f-5a09-4038-af5e-800c71a1d618	Utilities
		1c6379df-1e53-48df-9f17-53151032051b	historic landscape characterisation
		c7687245-1b2e-425c-9e22-c3e645e266fc	Possible
		c8631704-58c3-4a26-ac95-87795224bdb7	British Institute, Amman (BIA)
		2a407683-0f6a-4b62-99a2-288b6003df05	Database
		d3a5ead8-656f-40cf-902f-dd8648f7b377	Relationship Type
		5de56197-2f3a-4cab-a901-80926bc7e624	Information Resource - Actor
		ce7ac580-c3bf-4bc3-9ca3-34913dd5aeb5	Heritage Resource - Actor
		c9d75491-6735-4acb-a97d-d92361e3ecbf	Heritage Resource - Historical Event
		623c9a8f-75f4-40cf-ba05-c093ac8fc8fa	Heritage Resource - Information Resource
		585d1ee7-b84d-4abc-939f-f0b0962f9f6e	Actor - Historical Event
		5f3f7c8d-8926-4f0f-ab42-945901e8e5a7	area (ha)
		d546836c-cb6a-4ae1-8178-b95a4db54e2f	Buried Soil
		2c6b2447-718c-4312-8536-60117a5f7101	Geoarch Process Indicator/Evidence of
		487bfb94-bec5-4a7d-b3a0-e3e9dec431c7	High Potential for Archaeological Preservation
		071cedbd-8a91-40e2-bc6c-b925e7aeb843	Sea-level Fall
		003da358-56b4-48ef-9ef2-8a3041c9046d	Preservation of Relict Palaeo-landscape Features
		af152b92-21b4-4f68-9b01-6146bc3166ad	Reworking of Archaeological Deposits
		83108520-939e-48c0-8a44-d65c5769aa1c	Low Potential for Archaeological Preservation
		ee6adbd3-fb33-4ce4-93ff-3066046121fc	Lake Level Change
		a837f8e2-ae9d-4645-9b8c-b7559225af60	Unknown or n/a
		634f5082-6bf3-4a6f-9b74-980faace2c9b	Natural Hazard
		fd18460a-7928-4ca2-8f3d-e0d45eaf033f	Sea-level Oscillations
		40941612-ae2e-4708-b5d3-a9310fed7517	Tectonic Uplift
		db96a558-087c-46b9-9080-4fbf0098ffd5	Channel Migration/Abandonment
		a60148c1-542b-4037-8d41-a86a257cccc8	Preservation of Organic Remains
		5547119f-bbf0-4d65-a763-2ebd979990c9	Tectonic Subsidence
		20741ab5-bbaf-491a-b09c-e811b6dba4dc	Sea-level Rise
		937213fe-3cfa-4070-9744-eb8086d3cfe4	Coastal Advance/Accretion
		934d62cf-3b2c-46c0-b1b7-53f69ef67522	Coastal Retreat/Erosion
		380aac42-a519-43ce-a59d-e6a78edaad27	Vandalism
		c94edd97-fdea-4043-a35b-fd1cb387ba68	Upper and Late Pleistocene
		849c01b1-dc04-41c7-b323-7bfee251e6b3	Scale Type
		42483405-aef2-48e2-896e-61d770bb9f53	1:25,000
		c5217c44-80c9-4c69-a8a4-f6e45198cd75	1:12
		95e2ca5b-a5e0-4ac0-8e09-64b50cd7e04c	1:1,000,000
		aa1b0f4d-0101-4fea-ba56-071fdeac7e21	1:1,267,200
		609fd373-8324-46df-96f0-14bbf4cff3b4	1:500,000
		55a78090-1498-4d4f-918b-82e3a6a28e05	Other/Non-Standard
		60c92c52-771b-4632-b1ec-eb745267bd7a	1:6,000
		437a04f7-7be8-48f9-8837-9e0a7d5b32e9	1:63,360
		0ad614bf-6f9d-4080-841b-64e0b4d0d477	1:5,000
		64d09dd9-afc8-4ae0-8ba3-e336d6a55622	1:2,000
		eddcb11a-7380-458d-b93e-79a751ea3767	1:25,000,000
		f67622b6-f84d-4158-a207-fb9a6c97eec7	1:2,000,000
		cb54891f-e6a3-4a53-ae23-0ea35ea56139	1:62,500
		7da4df0e-c99b-4876-9399-cbfe907bd518	1:316,800
		2435e3ea-05b2-4862-9a25-75650b21a1a2	1:12,000
		a260b904-917a-46bb-b387-d43e29d2d4ae	1:50
		a45faa0e-2569-4f74-a372-f767251a5b7c	1:31,680
		17db44c2-88a4-44f1-bd0b-55c20b374185	1:120
		c490a2e4-01a6-4c49-abed-2c6f9556491f	1:4,000
		777eba8f-f160-4434-b1b3-9c8e315f7f6b	1:10,000,000
		5e0a1730-5b21-4b2d-b890-9f6ccb4a7986	1:3,168,000
		3de9ffd7-6056-40b2-9305-6a2ea46dc38c	1:100
		0344820a-f492-45e7-aa34-3c2ca8ec506b	1:9,600
		f2397d89-b6ce-4fa1-ab6a-df27345bf454	1:15,840
		868d3f3f-ab7f-4e94-a485-f8e50c343612	1:80,000
		d5e4b362-c601-4995-9fe6-ea39dec8b0c1	1:25
		2447e15f-cb39-43c1-9c11-b4e28542cda1	1:125,000
		b87e7e37-8be0-4eed-8867-c4f26c43fc0e	1:126,720
		c7b151c1-adc9-461d-8a0f-5d816626e15f	1:250
		51a6ac58-d610-40e0-a428-b814ffba5696	1:4,800
