"UNIQUEID"	"Assessment.Investigator.-.Actor"	"Investigator.Role.Type"	"Assessment.Activity.Type"	"Assessment.Activity.Date"	"GE.Assessment(Yes/No)"	"GE.Imagery.Acquisition.Date"	"Information.Resource.Used"	"Information.Resource.Acquisition.Date"	"Resource.Name"	"Name.Type"	"Heritage.Place.Type"	"General.Description.Type"	"General.Description"	"Heritage.Place.Function"	"Heritage.Place.Function.Certainty"	"Designation"	"Designation.From.Date"	"Designation.To.Date"	"Geometric.Place.Expression"	"Geometry.Qualifier"	"Site.Location.Certainty"	"Geometry.Extent.Certainty"	"Site.Overall.Shape.Type"	"Grid.ID"	"Country.Type"	"Cadastral.Reference"	"Resource.Orientation"	"Address"	"Address.Type"	"Administrative.Subdivision"	"Administrative.Subdivision.Type"	"Overall.Archaeological.Certainty.Value"	"Overall.Site.Morphology.Type"	"Cultural.Period.Type"	"Cultural.Period.Certainty"	"Cultural.Subperiod.Type"	"Cultural.Subperiod.Certainty"	"Date.Inference.Making.Actor"	"Archaeological.Date.From.(cal)"	"Archaeological.Date.to.(cal)"	"BP.Date.From"	"BP.Date.To"	"AH.Date.From"	"AH.Date.To"	"SH.Date.From"	"SH.Date.To"	"Site.Feature.Form.Type"	"Site.Feature.Form.Type.Certainty"	"Site.Feature.Shape.Type"	"Site.Feature.Arrangement.Type"	"Site.Feature.Number.Type"	"Site.Feature.Interpretation.Type"	"Site.Feature.Interpretation.Number"	"Site.Feature.Interpretation.Certainty"	"Built.Component.Related.Resource"	"HP.Related.Resource"	"Material.Class"	"Material.Type"	"Construction.Technique"	"Measurement.Number"	"Measurement.Unit"	"Dimension.Type"	"Measurement.Source.Type"	"Related.Geoarch/Palaeo"	"Overall.Condition.State"	"Damage.Extent.Type"	"Disturbance.Cause.Category.Type"	"Disturbance.Cause.Type"	"Disturbance.Cause.Certainty"	"Disturbance.Date.From"	"Disturbance.Date.To"	"Disturbance.Date.Occurred.Before"	"Disturbance.Date.Occurred.On"	"Disturbance.Cause.Assignment.Assessor.Name"	"Effect.Type"	"Effect.Certainty"	"Threat.Category"	"Threat.Type"	"Threat.Probability"	"Threat.Inference.Making.Assessor.Name"	"Intervention.Activity.Type"	"Recommendation.Type"	"Priority.Type"	"Related.Detailed.Condition.Resource"	"Topography.Type"	"Land.Cover.Type"	"Land.Cover.Assessment.Date"	"Surficial.Geology.Type"	"Depositional.Process"	"Bedrock.Geology"	"Fetch.Type"	"Wave.Climate"	"Tidal.Energy"	"Minimum.Depth/Max.Elevation(m)"	"Maximum.Depth/Min.Elevation(m)"	"Datum.Type"	"Datum.Description/EPSG.code"	"Restricted.Access.Record.Designation"
74	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.74"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar Raouraoua (ou Medinat Tirazza). Sept petites constructions carrées, de 7 à 8 mètres de côté : elles sont posées sur des emmarchements de deux ou trois degrés et ornées de moulures de plinthe et de corniche. Ce sont évidemment des mausolées. Marchand, l. c. (conf. Caussade, l. c.). – Ksar Bahria, à 600 mètres S. de Ksar Raouraoua. Ruines de quatre constructions, qui semblent être analogues aux précédentes : Marchand, l. c. – En remontant le ravin de Bahria, restes d'un établissement et d'un bassin romains : Marchand, l. c."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.27031043157884 35.8781952725751)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar Raouraoua"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.75"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72). - M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.29238714400092 35.8770955941294)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.76"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72). - M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.31865317131413 35.873010567789)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.77"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72). - M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.32461118711579 35.8639313925001)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.78"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72). - M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.3047178406969 35.8619847102088)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.79"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72). - M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.32475625012826 35.8518036102724)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.80"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72).- M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.35441941403659 35.8466845517458)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.81"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines de petites constructions carrées, sur les rives de l'oued el Ardjem. Marchand (p. 212-213) les qualifie de postes, M. Faure (notice manuscrite), de maisons isolées, M. Basset (Etude sur la zenatia de l'Ouursenis, p. 15-16), de tours : ce sont sans doute des mausolées, Marchand (l .c.) en indique une quinzaine (outre celles qui ont été mentionnées dans les nos précédents); les unes sont isolées, les autres se rencontrent par couples (l'énumération de Marchand et les indications de sa carte ne sont pas assez précises pour qu'on puisse déterminer leur position avec certitude : j'ai seulement indiqué sur la carte les ruines portées sur la carte archéologique manuscrite des officiers des brigades topographiques). Il est probable qu'une ou plusieurs familles de princes indigènes, plus ou moins romanisés, ont choisi les rives de l'oued el Ardjem pour y établir leurs tombeaux : leurs demeures devaient s'élever dans le voisinage (conf. peut-être nos 63, 67, 69, 72). - M. Basset (l. c., p. 9, 15, 5) a signalé, en général d'après des renseignements fournis par des indigènes, un certain nombre de ruines des douars des Beni Ouazane, des Beni bou Krannous, des Beni Hindel et de Tamellahat (voir pour la position de ces douars, l'angle N.-E. de notre carte). Les noms indiqués ne se retrouvent pas sur les cartes que j'ai consultées. A noter en particulier : chez les Beni bou Krannous, près de l'oued Bou'r Rebbi [oued bou Arbi de notre carte ], la ruine d'une contruction carrée en pierres énormes (quelques-unes ornées de cannelures), reliées entre elles par des goujons de plomb (Basset, p. 15); — dans le même douar, sur le bord de l'oued Sly [oued el Ardjem], après avoir dépassé le Arar fil Outa, près de la rivière, une masse d'énormes blocs de pierre taillée, jetés les uns sur les autres (ibid.); - près d'un sentier conduisant chez les Tamellahat, à une heure du bordj des Beni Hindel, des fragments de tombe et une inscription latine de basse époque (p. 5)."	NA	NA	NA	NA	NA	"POINT(1.4552650559777 35.8206374036797)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.82"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Au sommet du djebel Mankoura, un petit plateau est limité, à l'E. et et au N.-E., par un mur de deux mètres d'épaisseur, de construction indigène ; sur ce plateau, une douzaine de sépultures (dolmens [sous] tumulus). Derrien, Bull. d'Oran, 1895, p. 282-3 et fig. à la p. 293."	NA	NA	NA	NA	NA	"POINT(1.27264072909296 35.7630637053597)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.83"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar Djerane, sur un contrefort du versant O. du djebel Mankoura. Ruines romaines d'une construction de 30 mètres de côté, en pierres de taille, qui paraît avoir été analogue au château de Kaoua (no 63): il reste seize assises superposées, atteignant une hauteur de 8 mètres. A l'E. et au S., plusieurs petites ruines. Marchand, l. c., p. 216-7."	"Defensive/Fortification"	"Medium"	NA	NA	NA	"POINT(1.26778221339905 35.7649074514888)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar Djerane"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.84"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Bekouche, sur le versant S. du Mankoura, et, à quelques centaine de mètres au S., Souma. Ruines romaines [mausolées ? ]. Marchand, p. 217 (à Souma, il indique une citerne) ; dossiers domaniaux. — Autres ruines romaines, à Aïn Ouadjaz, à peu de distance à l'O.-N.-O. de Bekouche. Marchand, l. c. (Aïn Anadjaz: « poste » et tour ronde de 5 mètres de diamètre); dossiers domaniaux."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.27238082016048 35.7487305345713)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
84	NA	NA	NA	NA	NA	NA	NA	NA	"Bekouche"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
