Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
"GEOMETRYCOLLECTION (POLYGON ((35.15204 31.877368, 35.152919 31.877627, 35.152619 31.878392, 35.151435 31.877969, 35.15204 31.877368)))","2018-10-25, 2018-10-25","2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14","None, None, None, None, None, None, None, None, None, None, None",,EAMENA-0186826,,"Probable, Probable, Probable, Planned, Planned, Probable, Probable, Probable, Planned, Probable, Probable, Planned, Probable, Probable, Probable, Probable, Planned","Probable, Probable, Probable","Dispersed, Dispersed, Isolated, Dispersed, Dispersed, Dispersed, Dispersed","Unknown, Unknown, 1, Unknown, 2 to 5, Unknown, Unknown",,"Aya Barakat, Aya Barakat",,"None, None, None, None, None, None, None, None, None, None, None","None, None, None, None, None, None, None, None, None, None, None",,,"None, None, None, None, None, None, None, None, None, None, None","None, None, None, None, None, None, None, None, None, None, None","None, None, None, None, None, None, None, None, None, None, None",,,,,"Temperature/Humidity Change, Occupation/Continued Use, Water Action, Structural Robbing, Pollution, Clearance (Bulldozing/Levelling), Road/Track, Excavation (Bulldozing/Machinery), Excavation (Hand), Land/Rock Slide, Maintenance/Management Activities, Mining/Quarrying (Unclassified), Wind Action, Vegetation/Crops/Trees, Construction, Demolition/Destruction, Animal/Pest Infestation",,,"None, None, None, None, None, None, None, None, None, None, None","Negative/Cut/Dug Feature, Positive/Built Feature, Surface Feature",Semi-circular,,"Fair, Very Bad","Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Medium, Medium, Medium, Medium, Low, Medium, Medium, Medium, Medium, Medium, Medium",,,"Looting/Illegal Activities, Natural, Utilities, Natural, Archaeological, Natural, Natural, Public/Institutional Use, Agricultural/Pastoral, Public/Institutional Use, Natural","Unknown, Unknown, Unknown, 2 to 5, Unknown, Unknown, Unknown, Unknown, 1, 1, Unknown, 1, Unknown, Unknown, 1, 2 to 5, 1, Unknown, Unknown, Unknown, Unknown","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)","Religious, Defensive/Fortification, Industrial/Productive, Status/Display/Monumental, Public/Institutional, Domestic, Funerary/Memorial, Trade/Commercial, Hydrological, Agricultural/Pastoral","Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Loss/Removal of Archaeological Material, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Alteration of Terrain, Loss/Removal of Archaeological Material, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Relocation of Archaeological Features, Erosion/Deterioration, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Artefact Displacement, Collapse/Structural Damage, Chemical Leaching, Erosion/Deterioration, Structural Alteration, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Relocation of Archaeological Features, Collapse/Structural Damage, Erosion/Deterioration, Structural Alteration, Artefact Displacement, Loss/Removal of Archaeological Material, Collapse/Structural Damage, Structural Alteration, Collapse/Structural Damage, Structural Alteration, Erosion/Deterioration, Chemical Leaching, Collapse/Structural Damage, Erosion/Deterioration, Artefact Displacement, Structural Alteration, Covered",,"Probable, Probable, Probable","Medium, Low, Low, Medium, Medium, Medium, Low, Low, Low, Medium",,,,,,,,,,,"Boundary/Barrier, Production/Processing (Knapping Floor/Stone Processing), Column/Obelisk, Building, Mill/Quern/Grindstone Element, Production/Processing (Pottery), Fort/Fortress/Castle, Clearance Pile, Channel, Tell, Flooring/Mosaic/Paving, Significant Building, Grove/Garden/Orchard, House/Dwelling, Church/Chapel, Waymarker, Large Circle, Cistern, Mine/Quarry/Extraction, Production/Processing (Agricultural), Production/Processing (Unclassified)","Medium, Medium, Medium, Medium, Medium, Medium, Medium","Unknown, Unknown, Semi-circular, Multiple, Rectangular/Square, Multiple, Multiple","Palestine, State of",,"Medium, Low, Low, Medium, Low, Low, Low, Medium, Medium, Medium, Medium, Medium, Low, Low, Medium, Medium, Medium, Low, Low, Medium, Medium","Wall, Plant/Tree, Small Mound/Cairn, Multi-Component, Structure, Upright Stone, Pit/Shaft/Tunnel","None, None","Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Low, Low, Low, Low, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium, Medium",,,Archaeological Site,,"1e3d2b47-d52a-4c4a-bf77-b003704edbc3, CPF Palestine Training",Low,,,,"None, None, None",,,Medium,"Excavation (Hand), Wind Action, Mining/Quarrying (Unclassified), Water Action, Conservation, Temperature/Humidity Change, Land/Rock Slide, Demolition/Destruction, Grazing/Animal Movement, Pollution, Vegetation/Crops/Trees",Medium,E35N31-33,"Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Roman Imperial (Levant/Mesopotamia), Byzantine (Levant/Mesopotamia)","Natural, Utilities, Natural, Utilities, Public/Institutional Use, Domestic Use, Infrastructure/Transport, Utilities, Utilities, Natural, Archaeological, Utilities, Natural, Natural, Building and Development, Public/Institutional Use, Agricultural/Pastoral",,,,,,,Kh. Beit Sila/خربة بيت سيلا,"Slopes, Summit",31-60%,,,"Old ArchesID, Comments",Toponym,,None,"2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14, 2018-12-14",,,,,,27c09f5d-a328-4033-ad74-7cb6109585de
GEOMETRYCOLLECTION (POINT (35.283169 31.804095)),"2018-07-20, 2018-07-20",None,None,,EAMENA-0186827,,"Probable, Possible","Definite, Probable","Discrete, Dispersed","2 to 5, 1",,"Mohammad Jaradat, Mohammad Jaradat",,2001-01-01,2018-01-01,,,None,2001-01-01,2018-01-01,,,,,"Precipitation, Construction",,,None,Negative/Cut/Dug Feature,Irregular,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Natural,"1, 1, 1","Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Iron Age (Levant/Mesopotamia)",Hydrological,"Covered, Erosion/Deterioration, Water Damage",,"Definite, Probable",High,,,,,,,,,,,"Cistern, Canal, House/Dwelling","High, High","Sub-circular, Irregular","Palestine, State of",,"Definite, Definite, Definite","Pit/Shaft/Tunnel, Cave","None, None","High, Medium, Medium",,,Archaeological Site,,"1e5934ee-5dc2-4ff3-b01c-4cb21a2dde62, CPF Palestine Training",High,,,,"None, None",,,Definite,Water Action,High,E35N31-34,"Islamic, Late (Ottoman) (Levant/Arabia), Iron Age 2 (Southern Levant)","Natural, Military/Armed Conflict",,,,,,,"Wadi Rawabi el-'Asawa, وادي روابي العساوة",Valley Bed,11-30%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,None,,,,,,4b6b3ac5-f8c9-41b2-8eea-4982659bf566
GEOMETRYCOLLECTION (POINT (34.38888 31.422035)),"2018-08-28, 2018-08-28",None,None,,EAMENA-0186828,,"Probable, Probable",Not Applicable,Adjoining,1,,"Mohammad Jaradat, Mohammad Jaradat",,2004-01-01,2018-01-01,,,None,2004-01-01,2018-01-01,,,,,"Demolition/Destruction, Construction",,,None,Positive/Built Feature,Rectangular/Square,,Destroyed,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,Domestic Use,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Defensive/Fortification,"Covered, Collapse/Structural Damage",,,High,,,,,,,,,,,Watchtower/Observation Post,High,Rectangular/Square,"Palestine, State of",,High,Tower,"None, None","High, High",,,Archaeological Site,,"1e729569-9343-42fa-beac-8c1bdce91a77, CPF Palestine Training",High,,,,None,,,Definite,Construction,High,E34N31-14,,"Building and Development, Domestic Use",,,,,,,"el-Maghazi, المغازي, Kh. Inseirat",Plain/Plateau,61-90%,,,"Old ArchesID, Comments","Toponym, Toponym, Toponym",,None,None,,,,,,870b21c8-2fc2-4593-9e65-df1f853c8254
"GEOMETRYCOLLECTION (POLYGON ((35.141582 32.202619, 35.142202 32.202705, 35.142344 32.203218, 35.141826 32.203364, 35.14141 32.203139, 35.141582 32.202619)))",2019-01-19,,,,EAMENA-0186829,,,Not Applicable,,,,Ayob Hesen,,,,,,,,,,,,,,,,,"Negative/Cut/Dug Feature, Unknown",Circular,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Domestic,,,,Low,,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"1ea2746e-db83-41a5-ae57-2a3869d16dc6, CPF Palestine Training",Low,,,,None,,,Low,,Low,E35N32-11,,,,,,,,,خربة مقيبلة',Plain/Plateau,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,cf936a92-b2e0-40fe-b3e6-10db193e3337
"GEOMETRYCOLLECTION (POLYGON ((35.059453 32.440468, 35.059657 32.441228, 35.059517 32.442197, 35.058573 32.442523, 35.05838 32.442605, 35.056567 32.442079, 35.056685 32.440404, 35.056814 32.440305, 35.059281 32.440468, 35.059453 32.440468)))","2018-10-20, 2018-10-20",2004-12-31,None,,EAMENA-0186830,,Possible,"Probable, Probable, Definite, Probable, Probable, Probable, Definite, Definite",Clustered,6 to 10,,"Mohamad Al Atari, Mohamad Al Atari",,None,None,,,None,None,None,,,,,Clearance (Unclassified),,,None,Surface Feature,Irregular,,Unknown,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",High,,,Agricultural/Pastoral,"1, 1, 1, 11 to 20","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Iron Age (Levant/Mesopotamia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia)",Defensive/Fortification,Loss/Removal of Archaeological Material,,"Probable, Probable, Definite, Probable, Probable, Probable, Definite, Definite",High,,,,,,,,,,,"Well, Fort/Fortress/Castle, Cistern, House/Dwelling",High,Irregular,"Palestine, State of",,"High, Medium, High, High",Large Mound,"None, None",High,,,Archaeological Site,,"1ef12630-08be-40d6-9b7e-b06f4f7ae8ef, CPF Palestine Training",Medium,,,,"None, None, None, None, None, None, None, None",,,High,Road/Track,High,E35N32-13,"Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Islamic, Late (Ottoman) (Levant/Arabia), Byzantine (Levant/Mesopotamia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Iron Age (Northern Levant), Roman Imperial (Levant/Mesopotamia), Iron Age, Post-Assyrian/Achaemenid/Persian (Levant/Mesopotamia)",Agricultural/Pastoral,,,,,,,"Khirbet Bir el-Isyar (A), خربة بير السيار (أ)",Valley Terrace,11-30%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,2004-12-31,,,,,,bb9ae020-bee0-4b6b-a39b-4e5d9491a791
"GEOMETRYCOLLECTION (POLYGON ((35.171455 31.602515, 35.171429 31.602422, 35.171525 31.602396, 35.171566 31.60249, 35.171455 31.602515)))",2018-08-30,,,,EAMENA-0186835,,,Not Applicable,,,,Sara Al Shammas,,,,,,,,,,,,,,,,,Unknown,Unknown,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"1fbcdecb-bfc0-4500-94bb-cb8ce476a1eb, CPF Palestine Training",Negligible,,,,None,,,Negligible,,Negligible,E35N31-32,,,,,,,,,"Khirbet Al- Rabiea, خربة الربيعة",Plain/Plateau,,,,"Old ArchesID, Comments","Toponym, Toponym",,None,,,,,,,e31126cb-c8db-420f-810f-a91c5ad8fcd7
"GEOMETRYCOLLECTION (POLYGON ((37.998488 32.134769, 37.998403 32.134828, 37.997507 32.134519, 37.998295 32.133901, 37.999223 32.134283, 37.998488 32.134769)))","2018-10-18, 2018-10-18",2018-10-21,None,,EAMENA-0186831,,Possible,Not Applicable,Unknown,Unknown,,"Mohammad Tuhimer, Mohammad Tuhimer",,None,None,,,None,None,None,,,,,Flooding,,,None,Surface Feature,Unknown,,Unknown,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Not Applicable,,,Unknown,"2 to 5, 2 to 5","Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,"Kite, House/Dwelling",Low,Semi-circular,Jordan,,"Low, Low",Colour/Texture Difference,"None, None",,,,Archaeological Site,,"1f413c7a-1d99-4fd0-8204-df2d85c6124f, CPF Palestine Training",Low,,,,None,,,Low,No Visible/Known,Low,E37N32-22,,Natural,,,,,,,,"Plain/Plateau, Slopes",Unknown,,,"Old ArchesID, Comments",,,None,2018-10-21,,,,,,1e18ca4e-bd72-4048-b338-6e090b06ce9f
"GEOMETRYCOLLECTION (POLYGON ((35.188615 31.858803, 35.189974 31.858585, 35.190183 31.858709, 35.19046 31.858828, 35.190374 31.859362, 35.189759 31.859484, 35.18913 31.859654, 35.188715 31.859654, 35.1884 31.85935, 35.188615 31.858803)))",2018-10-24,,,,EAMENA-0186838,,,Definite,"Unknown, Isolated, Isolated, Unknown, Unknown","Unknown, Unknown, 1, Unknown, Unknown",,Aya Barakat,,,,,,,,,,,,,,,,,"Negative/Cut/Dug Feature, Surface Feature",Semi-circular,,,Archaeological Assessment (Image Interpretation),,,,,"Unknown, Unknown, Unknown",Government Authority/Staff,,Bronze Age (Levant),"Funerary/Memorial, Agricultural/Pastoral",,,Definite,"Definite, Definite",,,,,,,,,,,"Tomb/Grave/Burial, Production/Processing (Agricultural), Tell","Definite, Definite, Medium, Definite, Definite","Unknown, Semi-circular, Semi-circular, Unknown, Unknown","Palestine, State of",,"High, High, Medium","Plant/Tree, Pit/Shaft/Tunnel, Small Mound/Cairn, Wall, Cave",None,,,,Archaeological Site,,"1ff6f811-6de3-4145-b355-775420f69b2b, CPF Palestine Training",Low,,,,None,,,Definite,,Definite,E35N31-33,Middle Bronze Age (Levant),,,,,,,,شعب سياج/الجيب,"Slopes, Summit",,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,a0583fbc-3d9c-4898-82e5-ff750c20d76c
"GEOMETRYCOLLECTION (POLYGON ((35.265458 31.764934, 35.264729 31.76481, 35.263956 31.764124, 35.263665 31.76335, 35.263974 31.762496, 35.264077 31.761256, 35.265041 31.759829, 35.26614 31.759581, 35.267221 31.75996, 35.267908 31.760325, 35.26868 31.760632, 35.269247 31.761201, 35.269933 31.761595, 35.270242 31.761916, 35.270363 31.762413, 35.2705 31.762894, 35.270414 31.763536, 35.270448 31.763989, 35.270277 31.764427, 35.270225 31.764923, 35.26959 31.765186, 35.268011 31.765171, 35.267496 31.765098, 35.266351 31.765036, 35.265458 31.764934)))","2018-06-26, 2018-06-26","None, None, None, None","None, None, None, None",,EAMENA-0186832,,"Probable, Planned, Probable, Probable","Definite, Definite, Definite, Definite","Dispersed, Dispersed, Dispersed, Adjoining, Overlapping","11 to 20, 51 to 100, Unknown, 100 to 500, Unknown",,"Mohammad Jaradat, Mohammad Jaradat",,"2000-01-01, 2004-01-01, 2000-01-01, 2000-01-01","2018-01-01, 2018-01-01, 2018-01-01, 2018-01-01",,,"None, None, None, None","2000-01-01, 2004-01-01, 2000-01-01, 2000-01-01","2018-01-01, 2018-01-01, 2018-01-01, 2018-01-01",,,,,"Drilling, Construction, Construction, Occupation/Continued Use",,,"None, None, None, None",Positive/Built Feature,Irregular,,Poor,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Definite, Definite, Definite, Definite",,,"Domestic Use, Building and Development, Looting/Illegal Activities, Domestic Use","Unknown, 51 to 100, 100 to 500, 2 to 5, 2 to 5, 1, 51 to 100","Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia)",Domestic,"Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Loss/Removal of Archaeological Material, Structural Alteration, Artefact Displacement, Collapse/Structural Damage, Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage",,"Definite, Definite, Definite, Definite",Definite,,,,,,,,,,,"Tomb/Grave/Burial, Building, House/Dwelling, Mosque/Imam/Marabout, Press/Press Element, Settlement/Habitation Site, Cistern","Definite, Definite, Definite, Definite, Definite","Sub-circular, Irregular, Circular, Rectangular/Square, Rectangular/Square","Palestine, State of",,"Definite, Definite, Definite, Definite, Definite, Definite, Definite","Cave, Pit/Shaft/Tunnel, Depression/Hollow, Structure, Structure","None, None","High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High",,,Archaeological Site,,"1f4b2f25-1de7-4d82-bb36-ddc20767810d, CPF Palestine Training",High,,,,"None, None, None, None",,,Definite,"Occupation/Continued Use, Construction, Excavation (Unclassified), Construction",High,E35N31-34,"Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Roman Imperial (Levant/Mesopotamia), Byzantine (Levant/Mesopotamia), Islamic, Late (Ottoman) (Levant/Arabia)","Infrastructure/Transport, Building and Development, Domestic Use, Domestic Use",,,,,,,"Abu Dis Old Town, أبو ديس البلدة القديمة","Slopes, Summit",31-60%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None, None, None",,,,,,797b999b-502d-4cb9-96fb-36fe7e4b36c6
"GEOMETRYCOLLECTION (POLYGON ((35.019978 32.289687, 35.019794 32.289698, 35.019574 32.289638, 35.01955 32.289435, 35.019769 32.28921, 35.019962 32.28917, 35.020117 32.289195, 35.020158 32.28917, 35.020404 32.289165, 35.020498 32.289297, 35.020426 32.289503, 35.02031 32.289655, 35.020192 32.289722, 35.020085 32.289753, 35.019978 32.289687)))","2018-10-10, 2018-10-10",2018-10-12,None,,EAMENA-0186833,,Possible,Not Applicable,Unknown,Unknown,,"Mohammad Tuhimer, Mohammad Tuhimer",,None,None,,,None,None,None,,,,,Ploughing,,,None,Surface Feature,Irregular,,Unknown,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Not Applicable,,,Unknown,Unknown,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Unknown,Not Applicable,Unknown,"Palestine, State of",,Not Applicable,Unknown,"None, None",,,,Archaeological Site,,"1fa417ee-c15a-4b74-ac19-5a124b694a2e, CPF Palestine Training",Low,,,,None,,,Low,Unknown,Low,E35N32-13,,Agricultural/Pastoral,,,,,,,,Slopes,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-12,,,,,,2650cf3e-2bb0-47f0-b274-09a4d2456e63
GEOMETRYCOLLECTION (POINT (35.31532 32.019759)),2018-07-04,,,,EAMENA-0186837,,,"Probable, Probable, Probable",,,,Nour Daraghmeh,,,,,,,,,,,,,,,,,Positive/Built Feature,Rectangular/Square,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia)","Agricultural/Pastoral, Domestic",,,"Probable, Probable, Probable","Medium, Medium",,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"1fc8632a-9f01-4581-83eb-22438770ae96, CPF Palestine Training",High,,,,"None, None, None",,,High,,Medium,E35N32-12,"Islamic, Late (Ottoman) (Levant/Arabia), Byzantine (Levant/Mesopotamia), Islamic, Late (Mamluk/Rasulid) (Levant/Arabia)",,,,,,,,خربة البداد',Precipice/Edge,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,31007639-00c9-4720-ba75-030e2531043e
"GEOMETRYCOLLECTION (POLYGON ((35.386825 32.303243, 35.387053 32.303246, 35.387218 32.303326, 35.387255 32.303412, 35.387285 32.303501, 35.387285 32.303609, 35.38725 32.303745, 35.387135 32.303832, 35.386889 32.303887, 35.38661 32.303806, 35.386546 32.303665, 35.386543 32.303588, 35.386629 32.303354, 35.386825 32.303243)))",,,,,EAMENA-0186834,,,,,,,,,,,,,,,,,,,,,,,,Positive/Built Feature,Semi-circular,,Very Bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palestine, State of",,,,,,,,Archaeological Site,,"028e483b-eafc-4204-87d7-3439701e445d, CPF Palestine Training",Definite,,,,,,,Definite,,High,E35N32-14,,,,,,,,,"Iraq Rajjah, عراق رجا",Plain/Plateau,61-90%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,,,,,,,a214b603-0f78-4df9-9583-424be474ca42
"GEOMETRYCOLLECTION (POINT (37.998919 32.141152), LINESTRING (37.998608 32.14042, 37.998774 32.140879), POLYGON ((37.999101 32.141588, 37.998972 32.141688, 37.998436 32.14112, 37.99901 32.140843, 37.999477 32.14142, 37.999101 32.141588)))","2018-10-18, 2018-10-18",2018-10-18,None,,EAMENA-0186836,,Possible,Not Applicable,"Linear, Clustered","1, Unknown",,"Mohammad Tuhimer, Mohammad Tuhimer",,None,None,,,None,None,None,,,,,Land/Rock Slide,,,None,Surface Feature,Unknown,,Unknown,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Not Applicable,,,Unknown,"Unknown, 1, Unknown","Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Low,,,,,,,,,,,"Kite, Road/Track, House/Dwelling","Low, Low","Straight, Irregular",Jordan,,"Low, Low, Low","Paved/Laid Surface, Colour/Texture Difference","None, None",,,,Archaeological Site,,"1fc4963a-086c-4468-b648-d2701ad8a4a5, CPF Palestine Training",Low,,,,None,,,Low,Unknown,Low,E37N32-22,,Natural,,,,,,,,Slopes,Unknown,,,"Old ArchesID, Comments",,,None,2018-10-18,,,,,,c73d49c5-3d19-43aa-a535-c97470d965cf
"GEOMETRYCOLLECTION (POLYGON ((35.294927 32.065063, 35.295147 32.064954, 35.29542 32.064926, 35.29578 32.065099, 35.295892 32.065131, 35.296123 32.065336, 35.296107 32.065604, 35.295973 32.065849, 35.295549 32.066008, 35.295222 32.065849, 35.294972 32.065706, 35.294819 32.065613, 35.294696 32.065358, 35.294739 32.065145, 35.294927 32.065063)))",2018-11-28,,,,EAMENA-0186840,,,Not Applicable,,,,Mais Sartawi,,,,,,,,,,,,,,,,,Surface Feature,Irregular,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Industrial/Productive,,,,Low,,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"20825125-034a-4b84-8715-bfd0583946fc, CPF Palestine Training",Low,,,,None,,,Low,,Low,E35N32-12,,,,,,,,,السهلات',Plain/Plateau,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,8fe99f26-be64-47b6-a91b-5298c1635919
"GEOMETRYCOLLECTION (POLYGON ((35.174279 32.2826, 35.174247 32.28143, 35.179139 32.281185, 35.179091 32.282464, 35.177031 32.283879, 35.174279 32.2826)))",2019-10-01,,,,EAMENA-0186843,,,Probable,,,,Moath Jbara,,,,,,,,,,,,,,,,,Positive/Built Feature,Irregular,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Islamic (Levant/Arabia),Infrastructure/Transport,,,Probable,High,,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"212e1341-7d6d-43c8-8d0e-69a2a1129c37, CPF Palestine Training",High,,,,None,,,High,,High,E35N32-13,"Islamic, Late (Ottoman) (Levant/Arabia)",,,,,,,,محطة المسعودية',Slopes,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,40902c65-ca5c-4637-8260-fe9e67dae87a
GEOMETRYCOLLECTION (POINT (35.255919 32.041646)),2018-11-12,,,,EAMENA-0186844,,,Not Applicable,,,,Mais Sartawi,,,,,,,,,,,,,,,,,Positive/Built Feature,Circular,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Agricultural/Pastoral,,,,Low,,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"21352afd-60ef-4d08-bb41-bdf3e2bfaaf9, CPF Palestine Training",Low,,,,None,,,Low,,Low,E35N32-12,,,,,,,,,غير معلوم',Unknown,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,0ffa0e44-f6aa-4d39-80cb-98b2816fdfac
